,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
8256,NV3956911959919990704,PAH RAH,10080.0,1999-07-04,Wildfire,39.569,-119.599,'1999-07-04',1,25.8,10.0,18.1,24.0,7.4,15.4,'1999-07-04T05:34','1999-07-04T20:30',31.74,0.0,0.0,0.0,0.0,9.3,33.5,323,6.35
8257,NV3958211987320000709,SENECA,1066.0,2000-07-09,Wildfire,39.582,-119.873,'2000-07-09',1,25.7,10.5,18.0,25.3,8.5,15.7,'2000-07-09T05:39','2000-07-09T20:30',30.06,0.0,0.0,0.0,0.0,10.7,36.7,282,6.05
8258,NV3958711968320170703,EARTHSTONE,35299.0,2017-07-03,Wildfire,39.591,-119.517,'2017-07-03',1,34.2,19.0,27.5,32.6,17.5,25.2,'2017-07-03T05:34','2017-07-03T20:30',30.38,0.0,0.0,0.0,0.0,15.0,43.2,293,7.79
8259,NV3959011827119990805,NEW PASS COMPLEX (POCO),5559.0,1999-08-05,Wildfire,39.59,-118.271,'1999-08-05',1,27.8,15.6,22.2,23.7,12.7,18.5,'1999-08-05T05:54','1999-08-05T20:03',28.97,0.0,0.0,0.0,0.0,19.2,47.2,197,7.09
8260,NV3959111961420000628,CANOE,2060.0,2000-06-28,Wildfire,39.591,-119.614,'2000-06-28',53,32.1,17.7,25.5,30.9,16.2,23.6,'2000-06-28T05:32','2000-06-28T20:31',28.78,0.9,0.9,0.0,1.0,14.8,45.4,275,7.04
8261,NV3959811575920150914,DIAMOND,6508.0,2015-09-14,Wildfire,39.633,-115.792,'2015-09-14',51,24.5,14.2,19.1,20.4,12.6,16.2,'2015-09-14T06:22','2015-09-14T18:55',19.56,0.5,0.5,0.0,2.0,17.9,52.9,202,4.99
8262,NV3963011665919860703,GRASS VAL,7777.0,1986-07-03,Wildfire,39.63,-116.659,'1986-07-03',2,29.0,16.6,23.1,24.8,13.3,19.2,'1986-07-03T05:22','1986-07-03T20:19',31.41,0.0,0.0,0.0,0.0,25.2,49.7,262,8.02
8263,NV3963411947819990803,WILCOX,7219.0,1999-08-03,Wildfire,39.634,-119.478,'1999-08-03',2,25.7,11.9,19.5,24.1,9.2,16.7,'1999-08-03T05:57','1999-08-03T20:10',28.91,0.0,0.0,0.0,0.0,10.9,32.4,283,6.04
8264,NV3964311995020170714,COLD SPRINGS,1557.0,2017-07-14,Wildfire,39.646,-119.938,'2017-07-14',2,31.0,16.2,24.0,31.1,14.9,22.0,'2017-07-14T05:42','2017-07-14T20:28',27.43,0.0,0.0,0.0,0.0,12.2,41.0,255,6.36
8265,NV3964711579119860805,COLD CREEK,3740.0,1986-08-05,Wildfire,39.647,-115.791,'1986-08-05',51,31.9,18.7,25.2,29.8,16.1,22.5,'1986-08-05T05:44','1986-08-05T19:53',26.36,0.3,0.3,0.0,1.0,17.8,54.4,168,6.78
8266,NV3964711742320120805,GILBERT,29792.0,2012-08-05,Wildfire,39.68,-117.48,'2012-08-05',53,28.1,16.6,23.0,24.5,14.5,20.1,'2012-08-05T05:52','2012-08-05T19:59',24.0,0.5,0.5,0.0,1.0,18.1,43.9,191,6.12
8267,NV3964711778520000801,TWIN PEAKS,36801.0,2000-08-01,Wildfire,39.647,-117.785,'2000-08-01',2,34.2,22.0,29.3,31.8,18.7,26.2,'2000-08-01T05:49','2000-08-01T20:05',27.49,0.0,0.0,0.0,0.0,13.3,27.7,311,7.16
8268,NV3964811658420130609,FERGUSON,1232.0,2013-06-09,Wildfire,39.648,-116.594,'2013-06-09',2,31.5,16.5,24.8,28.7,13.2,21.3,'2013-06-09T05:16','2013-06-09T20:14',29.01,0.0,0.0,0.0,0.0,19.4,40.0,205,7.2
8269,NV3965111978019990624,RESERVOIR,4787.0,1999-06-24,Wildfire,39.651,-119.78,'1999-06-24',0,26.3,11.8,19.5,22.2,10.7,16.4,'1999-06-24T05:30','1999-06-24T20:32',32.56,0.0,0.0,0.0,0.0,23.7,65.5,237,7.45
8270,NV3965411850519960304,WEST MARSH,2494.0,1996-03-04,Wildfire,39.654,-118.505,'1996-03-04',61,13.9,1.3,7.2,6.3,-2.2,2.8,'1996-03-04T07:19','1996-03-04T18:51',14.33,4.2,4.2,0.0,6.0,38.0,72.7,250,2.32
8271,NV3966411696820060727,SILVER CREEK,1986.0,2006-07-27,Wildfire,39.664,-116.968,'2006-07-27',2,31.0,17.5,25.4,29.3,14.8,22.6,'2006-07-27T05:41','2006-07-27T20:07',29.61,0.0,0.0,0.0,0.0,14.3,29.5,279,7.04
8272,NV3966411702520080719,CALLAGHAN,1128.0,2008-07-19,Wildfire,39.664,-117.025,'2008-07-19',51,32.3,15.7,24.9,29.0,12.1,21.3,'2008-07-19T05:35','2008-07-19T20:13',28.18,0.2,0.2,0.0,1.0,17.7,46.8,188,7.24
8273,NV3967911463320120612,NORTH SCHELL,11652.0,2012-06-12,Wildfire,39.614,-114.585,'2012-06-12',0,26.2,11.5,19.8,23.0,7.6,15.9,'2012-06-12T05:08','2012-06-12T20:08',32.91,0.0,0.0,0.0,0.0,14.7,42.5,229,7.07
8274,NV3969211580020000709,STRAWBERRY,1670.0,2000-07-09,Wildfire,39.692,-115.8,'2000-07-09',1,27.4,14.5,21.6,24.3,11.2,18.2,'2000-07-09T05:22','2000-07-09T20:14',31.19,0.0,0.0,0.0,0.0,15.5,44.6,206,6.91
8275,NV3970511421019940805,KERN,2011.0,1994-08-05,Wildfire,39.705,-114.21,'1994-08-05',1,27.7,15.2,22.0,23.2,11.1,17.3,'1994-08-05T05:38','1994-08-05T19:46',30.35,0.0,0.0,0.0,0.0,18.2,55.1,231,7.65
8276,NV3970611763920000701,EDWARDS CREEK,2157.0,2000-07-01,Wildfire,39.706,-117.639,'2000-07-01',0,28.9,18.8,23.9,25.1,15.5,20.0,'2000-07-01T05:25','2000-07-01T20:23',32.98,0.0,0.0,0.0,0.0,16.2,39.2,272,8.07
8277,NV3971211698920000719,BERNDT,3144.0,2000-07-19,Wildfire,39.712,-116.989,'2000-07-19',0,25.0,11.9,19.1,21.9,8.0,15.3,'2000-07-19T05:34','2000-07-19T20:13',32.37,0.0,0.0,0.0,0.0,14.2,30.6,271,6.83
8278,NV3973711910820020916,TWO TIPS,1003.0,2002-09-16,Wildfire,39.749,-119.156,'2002-09-16',1,21.1,9.6,16.6,17.9,6.7,13.4,'2002-09-16T06:37','2002-09-16T19:05',23.32,0.0,0.0,0.0,0.0,10.4,29.9,300,4.71
8279,NV3973711994020000801,RED ROCK 2,2941.0,2000-08-01,Wildfire,39.737,-119.94,'2000-08-01',2,33.6,18.1,26.0,32.2,16.2,23.9,'2000-08-01T05:58','2000-08-01T20:13',26.19,0.0,0.0,0.0,0.0,10.3,40.3,252,6.31
8280,NV3973911926920110729,NARROWS,3570.0,2011-07-29,Wildfire,39.753,-119.28,'2011-07-29',2,33.8,22.0,28.8,32.3,19.8,26.2,'2011-07-29T05:52','2011-07-29T20:15',27.51,0.0,0.0,0.0,0.0,13.0,27.4,270,6.76
8281,NV3974111937320000629,JONES,3025.0,2000-06-29,Wildfire,39.741,-119.373,'2000-06-29',2,33.5,18.7,27.4,33.2,17.5,25.4,'2000-06-29T05:31','2000-06-29T20:31',30.4,0.0,0.0,0.0,0.0,16.6,40.3,285,7.82
8282,NV3974111995220160807,JACKPOT,1647.0,2016-08-07,Wildfire,39.752,-119.931,'2016-08-07',1,25.8,9.7,18.2,23.8,7.1,15.3,'2016-08-07T06:03','2016-08-07T20:07',30.15,0.0,0.0,0.0,0.0,14.4,44.3,255,6.17
8283,NV3974811971719850708,HUNGRY VA3,18177.0,1985-07-08,Wildfire,39.748,-119.717,'1985-07-08',1,33.3,19.8,27.1,32.1,19.3,25.7,'1985-07-08T05:37','1985-07-08T20:30',30.1,0.0,0.0,0.0,0.0,11.8,29.5,227,7.12
8284,NV3975011755020070524,EDWARDS CREEK,2328.0,2007-05-24,Wildfire,39.75,-117.55,'2007-05-24',51,20.1,6.6,14.8,16.9,2.9,11.3,'2007-05-24T05:26','2007-05-24T20:07',29.63,0.2,0.2,0.0,1.0,14.1,36.7,267,5.56
8285,NV3975311771020170827,TUNGSTEN,14872.0,2017-08-27,Wildfire,39.725,-117.735,'2017-08-27',2,30.0,17.2,25.0,27.8,13.9,22.1,'2017-08-27T06:13','2017-08-27T19:30',22.77,0.0,0.0,0.0,0.0,9.0,24.5,194,5.18
8286,NV3975511921920110702,NIXON,11577.0,2011-07-02,Wildfire,39.721,-119.21,'2011-07-02',0,32.9,15.5,25.2,31.6,14.9,24.0,'2011-07-02T05:31','2011-07-02T20:30',31.78,0.0,0.0,0.0,0.0,12.7,31.7,279,7.29
8287,NV3976011968620170704,WINNEMUCCA RANCH,4153.0,2017-07-04,Wildfire,39.756,-119.644,'2017-07-04',0,33.7,17.8,26.0,32.1,16.7,24.0,'2017-07-04T05:34','2017-07-04T20:31',31.64,0.0,0.0,0.0,0.0,15.9,43.2,260,7.7
8288,NV3976211925220170703,TRUCKEE,98411.0,2017-07-03,Wildfire,39.772,-119.194,'2017-07-03',51,32.4,18.0,26.2,31.3,15.5,23.6,'2017-07-03T05:32','2017-07-03T20:29',30.12,0.1,0.1,0.0,1.0,14.8,38.2,289,7.57
8289,NV3977611985219990824,RED ROCK,7125.0,1999-08-24,Wildfire,39.776,-119.852,'1999-08-24',0,25.9,9.2,17.8,23.1,6.9,15.0,'1999-08-24T06:18','1999-08-24T19:44',26.78,0.0,0.0,0.0,0.0,13.0,40.0,225,5.57
8290,NV3978111987619840714,FREDS MT 2,16832.0,1984-07-14,Wildfire,39.781,-119.876,'1984-07-14',1,32.1,19.2,26.6,29.2,17.2,23.7,'1984-07-14T05:42','1984-07-14T20:28',29.35,0.0,0.0,0.0,0.0,12.0,37.1,112,7.0
8291,NV3978511755120090820,HOYT,11533.0,2009-08-20,Wildfire,39.785,-117.551,'2009-08-20',0,32.2,14.1,24.9,30.7,10.9,21.9,'2009-08-20T06:06','2009-08-20T19:40',27.96,0.0,0.0,0.0,0.0,8.5,22.0,217,6.21
8292,NV3978811753420160628,HORSESHOE,6800.0,2016-06-28,Wildfire,39.8,-117.546,'2016-06-28',2,32.3,18.1,26.8,30.2,14.0,23.4,'2016-06-28T05:23','2016-06-28T20:24',30.84,0.0,0.0,0.0,0.0,11.5,29.9,275,7.56
8293,NV3979511585119890709,WALTERS,2594.0,1989-07-09,Wildfire,39.795,-115.851,'1989-07-09',3,28.2,18.7,23.9,23.2,15.8,19.9,'1989-07-09T05:22','1989-07-09T20:14',24.02,0.0,0.0,0.0,0.0,19.9,56.2,223,6.99
8294,NV3979611769919990805,NEW PASS COMPLEX (SHOSHONE),7119.0,1999-08-05,Wildfire,39.796,-117.699,'1999-08-05',2,29.6,17.4,24.0,26.2,15.1,20.9,'1999-08-05T05:52','1999-08-05T20:01',28.61,0.0,0.0,0.0,0.0,14.4,45.7,208,6.88
8295,NV3980511913619970512,TOLBERT,6026.0,1997-05-12,Wildfire,39.805,-119.136,'1997-05-12',53,27.8,14.4,21.6,26.5,11.8,18.9,'1997-05-12T05:42','1997-05-12T20:03',28.92,0.8,0.8,0.0,1.0,17.0,44.6,258,6.7
8296,NV3981111977920000628,ANTELHUNG,7388.0,2000-06-28,Wildfire,39.811,-119.779,'2000-06-28',2,31.7,16.6,24.8,29.8,15.6,23.0,'2000-06-28T05:32','2000-06-28T20:33',29.42,0.0,0.0,0.0,0.0,14.7,45.0,263,7.02
8297,NV3981911931420170620,HOLLYWOOD,5301.0,2017-06-20,Wildfire,39.821,-119.292,'2017-06-20',2,35.1,22.4,29.4,34.8,21.2,27.7,'2017-06-20T05:27','2017-06-20T20:30',28.72,0.0,0.0,0.0,0.0,13.4,45.4,288,6.83
8298,NV3982811930519850707,NIXON,1226.0,1985-07-07,Wildfire,39.828,-119.305,'1985-07-07',51,32.9,23.4,27.5,31.2,21.9,25.7,'1985-07-07T05:34','1985-07-07T20:29',22.69,0.3,0.3,0.0,1.0,19.3,58.0,167,5.9
8299,NV3983211945019960708,NIXON,2163.0,1996-07-08,Wildfire,39.832,-119.45,'1996-07-08',2,33.9,22.2,28.6,33.5,21.0,26.8,'1996-07-08T05:36','1996-07-08T20:29',28.34,0.0,0.0,0.0,0.0,15.7,35.3,160,7.88
8300,NV3983611975019850718,BEDEL FLAT,9495.0,1985-07-18,Wildfire,39.836,-119.75,'1985-07-18',51,31.4,18.8,25.5,31.4,18.2,24.3,'1985-07-18T05:44','1985-07-18T20:25',27.9,0.3,0.3,0.0,1.0,10.9,31.3,284,6.15
8301,NV3984011415020070718,TIPPETTS,2863.0,2007-07-18,Wildfire,39.84,-114.15,'2007-07-18',0,33.3,19.1,26.6,29.2,16.5,23.1,'2007-07-18T05:21','2007-07-18T20:03',31.54,0.0,0.0,0.0,0.0,22.0,51.8,176,8.85
8302,NV3984011956819840814,QUAIL,1789.0,1984-08-14,Wildfire,39.84,-119.568,'1984-08-14',51,27.4,15.6,21.9,26.0,14.5,20.3,'1984-08-14T06:08','1984-08-14T19:56',25.87,0.4,0.4,0.0,1.0,10.7,37.4,245,5.5
8303,NV3984111739119990804,NEW PASS COMPLEX (NEW PASS-ANTELOPE),172226.0,1999-08-04,Wildfire,39.841,-117.391,'1999-08-04',61,30.3,17.6,24.7,29.1,14.2,21.8,'1999-08-04T05:49','1999-08-04T20:01',22.91,2.0,2.0,0.0,2.0,10.1,30.6,121,5.47
8304,NV3984911989219840705,BFDELL 3,6289.0,1984-07-05,Wildfire,39.849,-119.892,'1984-07-05',2,32.2,15.7,24.8,30.5,14.7,22.8,'1984-07-05T05:36','1984-07-05T20:32',25.01,0.0,0.0,0.0,0.0,10.7,42.1,233,5.77
8305,NV3985011755520060711,STORMCLOUD,6883.0,2006-07-11,Wildfire,39.85,-117.555,'2006-07-11',51,32.5,22.5,27.4,30.1,19.4,24.4,'2006-07-11T05:30','2006-07-11T20:21',29.06,0.2,0.2,0.0,1.0,13.5,42.1,252,7.4
8306,NV3986111961620180727,PERRY,53734.0,2018-07-27,Wildfire,39.802,-119.496,'2018-07-27',0,30.5,17.4,24.3,27.7,15.3,21.2,'2018-07-27T05:51','2018-07-27T20:17',29.74,0.0,0.0,0.0,0.0,17.0,44.3,258,7.13
8307,NV3986511990220160729,ROCK,2387.0,2016-07-29,Wildfire,39.871,-119.896,'2016-07-29',61,34.2,18.3,26.8,33.5,17.0,25.0,'2016-07-29T05:54','2016-07-29T20:17',25.46,2.0,2.0,0.0,2.0,13.0,49.0,262,6.43
8308,NV3987511526320010826,ROBISONWEL,1990.0,2001-08-26,Wildfire,39.875,-115.263,'2001-08-26',0,27.8,15.1,22.3,24.2,11.2,18.2,'2001-08-26T06:02','2001-08-26T19:22',27.14,0.0,0.0,0.0,0.0,14.4,36.7,190,6.43
8309,NV3988011917620000804,TRUCKEE,16357.0,2000-08-04,Wildfire,39.88,-119.176,'2000-08-04',61,30.9,22.2,26.0,30.3,22.0,25.4,'2000-08-04T05:57','2000-08-04T20:07',24.32,2.6,2.6,0.0,3.0,13.6,30.2,225,5.68
8310,NV3990111921719960812,LITTLE VALLEY,4723.0,1996-08-12,Wildfire,39.901,-119.217,'1996-08-12',51,33.3,22.8,28.1,31.4,21.3,26.0,'1996-08-12T06:05','1996-08-12T19:58',22.69,0.1,0.1,0.0,1.0,19.2,57.6,154,5.61
8311,NV3990211977719880722,OLDS RNCH,3044.0,1988-07-22,Wildfire,39.902,-119.777,'1988-07-22',2,34.3,20.0,28.2,32.0,18.1,25.5,'1988-07-22T05:48','1988-07-22T20:22',26.52,0.0,0.0,0.0,0.0,13.4,38.2,287,6.9
8312,NV3990511625520120805,FRAISER,11583.0,2012-08-05,Wildfire,39.922,-116.261,'2012-08-05',53,29.3,17.7,23.5,26.8,15.6,20.8,'2012-08-05T05:46','2012-08-05T19:55',25.53,1.1,1.1,0.0,2.0,17.3,42.5,204,6.56
8313,NV3991711980520110730,WILDCAT,2092.0,2011-07-30,Wildfire,39.952,-119.862,'2011-07-30',55,28.3,16.7,22.5,26.6,14.9,20.5,'2011-07-30T05:54','2011-07-30T20:16',25.9,2.4,2.4,0.0,4.0,17.9,45.0,239,5.92
8314,NV3991811733920120514,ANTELOPE COMPLEX,3767.0,2012-05-14,Wildfire,39.918,-117.316,'2012-05-14',1,29.8,9.3,21.4,25.3,4.9,16.8,'2012-05-14T05:32','2012-05-14T19:58',31.08,0.0,0.0,0.0,0.0,19.8,48.6,129,8.04
8315,NV3992211682219960725,DRY,2103.0,1996-07-25,Wildfire,39.922,-116.822,'1996-07-25',1,32.2,20.4,27.1,30.0,18.3,24.5,'1996-07-25T05:38','1996-07-25T20:08',29.84,0.0,0.0,0.0,0.0,13.4,34.6,176,7.02
8316,NV3992311735620120514,ANTELOPE,2470.0,2012-05-14,Wildfire,39.925,-117.371,'2012-05-14',1,30.2,10.6,21.7,25.8,6.0,17.1,'2012-05-14T05:32','2012-05-14T19:58',30.9,0.0,0.0,0.0,0.0,19.5,48.6,128,8.24
8317,NV3992511994620160729,SEVEN LAKES,3104.0,2016-07-28,Wildfire,39.929,-119.932,'2016-07-28',51,35.9,20.8,28.4,35.7,19.0,26.7,'2016-07-28T05:53','2016-07-28T20:18',27.79,0.4,0.4,0.0,2.0,10.9,45.4,258,6.66
8318,NV3992711559820010804,WATER CANYON,3008.0,2001-08-04,Wildfire,39.927,-115.598,'2001-08-04',0,28.8,17.0,23.2,25.1,13.7,19.8,'2001-08-04T05:42','2001-08-04T19:53',29.91,0.0,0.0,0.0,0.0,17.0,49.0,243,7.45
8319,NV3992811765320120516,WALL,17274.0,2012-05-16,Wildfire,39.864,-117.589,'2012-05-16',0,28.3,16.6,23.6,25.5,12.8,19.7,'2012-05-16T05:32','2012-05-16T20:01',30.61,0.0,0.0,0.0,0.0,14.8,40.7,257,7.51
8320,NV3993811994520080729,GOOSEBERRY,3216.0,2008-07-29,Wildfire,39.938,-119.945,'2008-07-29',2,31.2,16.8,23.6,27.9,14.8,20.4,'2008-07-29T05:54','2008-07-29T20:17',26.56,0.0,0.0,0.0,0.0,19.8,58.0,240,6.85
8321,NV3994711918519970809,WARRIOR,3571.0,1997-08-09,Wildfire,39.947,-119.185,'1997-08-09',2,30.4,21.0,25.1,28.0,18.5,22.7,'1997-08-09T06:01','1997-08-09T20:02',25.31,0.0,0.0,0.0,0.0,18.0,51.5,247,6.35
8322,NV3994811972420160729,TULE,35341.0,2016-07-28,Wildfire,40.001,-119.664,'2016-07-28',2,35.4,23.3,29.6,35.1,21.7,27.8,'2016-07-28T05:52','2016-07-28T20:17',27.94,0.0,0.0,0.0,0.0,10.8,47.9,279,6.77
8323,NV3994911652819990805,EUREKA COMPLEX (TRAIL CANYON),106236.0,1999-08-05,Wildfire,39.949,-116.528,'1999-08-05',2,27.8,14.9,22.5,23.8,13.1,19.0,'1999-08-05T05:47','1999-08-05T19:57',25.71,0.0,0.0,0.0,0.0,18.3,45.4,159,6.85
8324,NV3994911696620060722,HALL,4966.0,2006-07-22,Wildfire,39.949,-116.966,'2006-07-22',53,35.3,23.0,29.4,34.9,22.9,29.2,'2006-07-22T05:36','2006-07-22T20:12',28.23,1.0,1.0,0.0,2.0,10.0,34.9,154,6.73
8325,NV3995511645919940717,SIMPSON,1650.0,1994-07-17,Wildfire,39.955,-116.459,'1994-07-17',3,28.6,15.9,23.7,26.0,13.0,20.5,'1994-07-17T05:30','1994-07-17T20:13',24.22,0.0,0.0,0.0,0.0,13.4,31.3,270,6.04
8326,NV3996611562620160808,OVERLAND,7680.0,2016-08-08,Wildfire,39.992,-115.566,'2016-08-08',1,27.7,13.6,20.8,23.1,10.1,16.7,'2016-08-08T05:46','2016-08-08T19:48',29.96,0.0,0.0,0.0,0.0,17.8,50.0,239,7.01
8327,NV3997911943320110824,GREAT STONE,2531.0,2011-08-24,Wildfire,39.98,-119.442,'2011-08-24',1,32.6,23.1,27.8,31.3,21.6,25.6,'2011-08-24T06:16','2011-08-24T19:43',24.55,0.0,0.0,0.0,0.0,13.0,35.3,278,6.32
8328,NV3998111649119960920,MUD,2024.0,1996-09-20,Wildfire,39.981,-116.491,'1996-09-20',1,19.1,2.7,11.6,14.9,-0.2,8.3,'1996-09-20T06:31','1996-09-20T18:47',22.01,0.0,0.0,0.0,0.0,14.1,36.0,185,4.01
8329,NV3998211549920040708,CHROME,5113.0,2004-07-08,Wildfire,39.982,-115.499,'2004-07-08',2,26.2,13.8,20.6,22.9,11.3,17.4,'2004-07-08T05:19','2004-07-08T20:14',30.88,0.0,0.0,0.0,0.0,15.0,44.6,279,6.91
8330,NV3998511750620110827,ELLISON,1171.0,2011-08-27,Wildfire,39.981,-117.499,'2011-08-27',2,31.1,20.6,26.7,28.5,17.6,24.1,'2011-08-27T06:11','2011-08-27T19:31',21.86,0.0,0.0,0.0,0.0,12.1,29.2,314,5.3
8331,NV3998911965720010524,WARRIOR,7151.0,2001-05-24,Wildfire,39.989,-119.657,'2001-05-24',0,30.8,15.6,23.5,28.2,13.5,20.5,'2001-05-24T05:34','2001-05-24T20:16',32.11,0.0,0.0,0.0,0.0,14.8,47.9,266,7.23
8332,NV3999611491920000711,CHERRY,8562.0,2000-07-11,Wildfire,39.996,-114.919,'2000-07-11',0,27.0,12.8,20.9,24.2,10.5,17.7,'2000-07-11T05:19','2000-07-11T20:10',32.13,0.0,0.0,0.0,0.0,11.9,33.8,183,6.98
8333,NV3999711796820000725,COTTONWOOD,5562.0,2000-07-25,Wildfire,39.997,-117.968,'2000-07-25',1,30.0,17.9,24.6,26.6,13.7,20.8,'2000-07-25T05:43','2000-07-25T20:13',30.72,0.0,0.0,0.0,0.0,12.9,31.7,278,7.08
8334,NV4000011456620140724,SAMPSON,1940.0,2014-07-24,Wildfire,39.999,-114.577,'2014-07-24',0,29.9,17.4,24.2,26.9,14.2,20.8,'2014-07-24T05:28','2014-07-24T20:01',30.69,0.0,0.0,0.0,0.0,13.8,42.1,257,6.91
8335,NV4000211650720100821,GRASS VALLEY,1302.0,2010-08-21,Wildfire,40.002,-116.507,'2010-08-21',2,30.0,14.8,23.1,24.7,10.7,18.6,'2010-08-21T06:02','2010-08-21T19:35',24.67,0.0,0.0,0.0,0.0,28.2,68.0,216,7.3
8336,NV4001911454020040917,SAMPSON CREEK,1283.0,2004-09-17,Wildfire,40.019,-114.54,'2004-09-17',0,24.6,11.7,18.6,19.8,8.3,14.3,'2004-09-17T06:20','2004-09-17T18:44',22.85,0.0,0.0,0.0,0.0,21.1,62.6,202,5.95
8337,NV4002011992720160729,SAGE,4014.0,2016-07-28,Wildfire,40.007,-119.901,'2016-07-28',51,34.9,19.6,27.8,34.7,17.2,25.7,'2016-07-28T05:53','2016-07-28T20:18',27.79,0.4,0.4,0.0,2.0,10.9,45.4,258,6.66
8338,NV4003011445220130701,NORTH CREEK,1274.0,2013-07-01,Wildfire,40.019,-114.48,'2013-07-01',1,32.5,21.3,27.2,29.9,18.0,23.9,'2013-07-01T05:11','2013-07-01T20:12',31.03,0.0,0.0,0.0,0.0,12.6,40.0,61,7.63
8339,NV4003311984019990823,FISH COMPLEX (FISH SPRINGS),47030.0,1999-08-23,Wildfire,40.033,-119.84,'1999-08-23',51,25.2,13.5,19.1,22.0,11.0,16.1,'1999-08-23T06:17','1999-08-23T19:46',23.44,0.2,0.2,0.0,1.0,15.9,38.5,238,5.21
8340,NV4003511511320010813,BUTTE,5822.0,2001-08-13,Wildfire,40.035,-115.113,'2001-08-13',55,27.8,15.3,22.2,27.0,14.2,20.9,'2001-08-13T05:49','2001-08-13T19:41',26.26,1.6,1.6,0.0,3.0,13.1,33.8,220,5.77
8341,NV4003911609619980830,ALPHA,2790.0,1998-08-30,Wildfire,40.039,-116.096,'1998-08-30',51,30.8,18.0,25.5,28.3,14.6,22.4,'1998-08-30T06:09','1998-08-30T19:20',24.81,0.1,0.1,0.0,1.0,9.0,27.0,278,5.97
8342,NV4004711748119850707,CAIN MYN,6753.0,1985-07-07,Wildfire,40.047,-117.481,'1985-07-07',51,32.5,19.1,26.2,32.2,18.0,24.8,'1985-07-07T05:26','1985-07-07T20:22',26.27,0.4,0.4,0.0,2.0,9.7,44.6,128,6.38
8343,NV4004911989320160729,ANDERSON,15346.0,2016-07-29,Wildfire,40.044,-119.836,'2016-07-29',51,31.8,17.6,25.1,30.1,15.5,22.6,'2016-07-29T05:54','2016-07-29T20:17',25.72,0.4,0.4,0.0,2.0,13.1,44.3,250,6.31
8344,NV4005011861820020929,TOULON,1175.0,2002-09-29,Wildfire,40.05,-118.618,'2002-09-29',1,21.5,12.2,16.6,17.3,9.8,13.1,'2002-09-29T06:47','2002-09-29T18:41',18.17,0.0,0.0,0.0,0.0,21.8,43.6,246,4.53
8345,NV4005111750320120809,CAIN,6909.0,2012-08-09,Wildfire,40.031,-117.493,'2012-08-09',2,34.0,20.2,28.7,32.0,16.9,25.8,'2012-08-09T05:55','2012-08-09T19:55',26.63,0.0,0.0,0.0,0.0,14.1,31.3,257,6.95
8346,NV4005311462120140702,LAGES,8119.0,2014-07-02,Wildfire,40.049,-114.57,'2014-07-02',3,33.2,18.9,26.9,29.9,15.6,23.5,'2014-07-02T05:12','2014-07-02T20:12',28.88,0.0,0.0,0.0,0.0,12.4,41.8,213,7.13
8347,NV4006311484620180813,GOSHUTE CAVE,27393.0,2018-08-13,Wildfire,40.116,-114.835,'2018-08-13',51,23.3,12.5,17.9,21.3,9.2,14.8,'2018-08-13T05:47','2018-08-13T19:40',25.91,0.3,0.3,0.0,1.0,15.6,47.9,285,5.49
8348,NV4006411810920170830,VISTA,6116.0,2017-08-30,Wildfire,40.058,-118.086,'2017-08-30',51,33.7,24.3,28.7,30.8,21.8,26.1,'2017-08-30T06:17','2017-08-30T19:28',19.64,0.4,0.4,0.0,2.0,22.8,58.0,174,5.95
8349,NV4007011490520130808,SNOW CREEK,1295.0,2013-08-08,Wildfire,40.072,-114.892,'2013-08-08',0,23.1,12.4,17.9,18.9,9.0,13.7,'2013-08-08T05:43','2013-08-08T19:46',29.97,0.0,0.0,0.0,0.0,17.1,46.8,191,6.7
8350,NV4007011712019990804,CEDAR 2,8588.0,1999-08-04,Wildfire,40.07,-117.12,'1999-08-04',51,31.1,19.3,25.6,30.4,16.6,23.2,'1999-08-04T05:48','1999-08-04T20:00',24.48,0.3,0.3,0.0,2.0,13.0,39.6,82,5.72
8351,NV4007011738420060906,GAP,7164.0,2006-09-06,Wildfire,40.07,-117.384,'2006-09-06',1,29.9,20.2,25.5,27.5,17.1,22.6,'2006-09-06T06:20','2006-09-06T19:14',23.93,0.0,0.0,0.0,0.0,10.5,30.2,252,5.59
8352,NV4007611730520060724,COTTONWOOD BASIN,2291.0,2006-07-24,Wildfire,40.076,-117.305,'2006-07-24',1,34.8,22.7,29.8,34.8,22.8,29.5,'2006-07-24T05:39','2006-07-24T20:12',26.81,0.0,0.0,0.0,0.0,8.9,25.9,320,6.3
8353,NV4008011617619850727,TABLE 2,13442.0,1985-07-27,Wildfire,40.08,-116.176,'1985-07-27',53,28.5,16.8,23.2,27.2,16.4,21.8,'1985-07-27T05:37','1985-07-27T20:04',24.82,0.7,0.7,0.0,2.0,11.8,20.9,179,5.56
8354,NV4011511777819850525,SOU HILLS,6118.0,1985-05-25,Wildfire,40.115,-117.778,'1985-05-25',2,27.3,16.7,22.1,25.2,14.4,19.6,'1985-05-25T05:25','1985-05-25T20:10',29.66,0.0,0.0,0.0,0.0,16.6,43.6,263,6.45
